id,utterance
2046,"not on purpose , he ricocheted of you and got me ."
2047,"i ' m telling you , i need some smacks . i got a kid starting dartmouth in the fall ."
2048,dartmouth ? who went to dartmouth ? dartmouth sucks . did you go to dartmouth bing ?
2049,no sir .
2050,there you go .
2051,hey ! my first review is out !
2052,"ohh ! oh , the chelsea reporter , ohh , this used to keep me so warm ."
2053,"all right , look at my on the back page ."
2054,everything ? even the tv ?
2055,no ! i ' m putting that in my room .
2056,"listen , joey , i know what he did was wrong but don ' t you think you could at least hear the guy out ?"
2057,"back when you and rachel were together , if chandler had kissed her , would you hear him out ?"
2058,"that ' s a good point . so uh , how long are you gonna punish him ?"
2059,five years .
2060,you ' ve sentenced him !
2061,hey ! don ' t do the crime if you can ' t do the time .
2062,"joey , the guy ' s your best friend ."
2063,"no ,"
2064,"oh , who ? me ?"
2065,yeah !
2066,wow ! i ' m honored ! and y ' know what i ' m gonna do as my first act as your best friend ?
2067,what ?
2068,i ' m gonna get you to talk to chandler .
2069,all right . but if you weren ' t my best friend .
2070,"okay . okay , daddy we ' ll see you tomorrow night . okay bye - bye . '"
2071,we ?
2072,"are ah , having dinner with my dad tomorrow night , i hope that ' s okay ."
2073,"oh shoot , tomorrow ' s not so good , i ' m supposed to um , fall off the empire state building and land on a bicycle with no seat ."
2074,sorry .
2075,janice has a question . who of the six of you has sleep with the six of you ?
2076,"wow , it ' s like a dirty math problem ."
2077,i ' m sorry the answer there would be . none of us .
2078,"come on over the years none of you ever y ' know , got drunk and stupid ."
2079,"well , that ' s really a different question ."
2080,i ' m sorry i find it hard to believe that a group of people who spends as much time together as you guys do has never bumped uglies .
2081,"well , there was that one time that monica and rachel got together ."
2082,what !
2083,"excuse me , there was no time !"
2084,"okay , but let ' s say there was . how might that go ?"
2085,"okay , okay , well then answer me this . has any of you ever . almost ?"
2086,does anybody need more coffee ?
2087,"yeah , i ' ll take some ."
2088,"hey , there ' s a dog out there !"
2089,that he wouldn ' t pay for my lawyer !
2090,then he told me to come here and learn about the value of money from the one daughter he ' s actually proud off .
2091,oh ! did you hear that ! my dad ' s proud of me ! my dad ' s proud of me .
2092,rach ?
2093,"oh yeah , sorry . wait honey , so what did you do that made dad cut you off ?"
2094,"okay , i bought a boat ."
2095,you bought a boat ?
2096,"yeah but it wasn ' t for me , it was for a friend ."
2097,boy did
2098,"jill , honey , i think this is the best thing that could ' ve ever happened to you ."
2099,i mean you needed to get out on your own anyway !
2100,"and you know when i did it , i - i - i at first i was scared , and look at me now !"
2101,i ' m the only daughter dad is proud of !
2102,"okay , well this is , this is what you ' re gonna do ."
2103,"you ' re gonna get a job , you ' re gonna get an apartment , and then i ' ll help you and you can stay with us ."
2104,"right pheebs , she can stay with us ?"
2105,"of course , yeah !"
2106,"oh , that ' s so great ! okay , i ' m really gonna do this ! i don ' t know how to thank you guys ."
2107,"ooh , i like cards ."
2108,i would sooner die in this hellhole then see her back with you !
2109,that can be arranged .
2110,let ' s reset .
2111,what ! he got me ! ow !
2112,let ' s take it from there .
2113,are you a little off today ? it ' s going terribly slowly .
2114,"look , my best friends are getting married in like an hour ."
2115,okay ?
2116,and i ' m the minister .
2117,please !
2118,please !
2119,can you pull it together ?
2120,of course ! i ' m - i ' m sorry . i - i ' d hate you to miss anything like that on account of me . i can do this !
2121,thank you . thank you .
2122,"still rolling , and action !"
2123,i would sooner die in this hellhole then see her back with you !
2124,"now , that can be arranged ! slippery little bugger !"
2125,professor geller ?
2126,"yes mr . lewis , how can i help you ?"
2127,"i know i didn ' t do well on my midterms and stuff but , i was kinda hoping you could change my grade ."
2128,and why exactly would i do that ?
2129,because i ' m in love with you .
2130,what !
2131,"yeah , i ' m all in love with you and stuff . so could you change my grade ?"
2132,no !
2133,well why not ? you changed ned ' s grade !
2134,"well that ' s different ! okay ? because he , he was actually in love with me !"
2135,no he ' s not ! he ' s totally yanking your chain ! he ' s done this with three other teachers !
2136,what ?
2137,he ' s got a girlfriend !
2138,i can ' t believe someone would do that for a grade .
2139,i know ! it ' s awful . i love you .
2140,this is ross ?
2141,ross of .
2142,of ross and rachel .
2143,"oh hi . it ' s , it ' s mark ."
2144,"oh hey , hey mark ."
2145,"hey , hold on a second ."
2146,okay .
2147,hi honey !
2148,"hi ! what ' s ah , what ' s mark doing answering your phone ?"
2149,"oh , he ' s just goofing around ."
2150,"oh yeah , that ' s , that ' s funny . why ah , why isn ' t he goofing around in his own office ?"
2151,"oh honey , this is his office too . i told you we ' re joanna ' s two assistants ."
2152,"why does joanna need two assistants , how , how lazy is she ?"
2153,oh ! oh my god ! what did i just do ?
2154,what ?
2155,"i think i just shipped 3 , 0 bras to personnel . oh honey , i gotta go . mark , i need you !"
2156,"okay , bye - bye ."
2157,ow ! ross !
2158,"oh , oh , i ' m , i ' m , i ' m sorry sweetie , i was just trying to ah , i ' m dialing another number ."
2159,hello rachel .
2160,get off .
2161,"uh , uh , gimme . can you see me operating a drill press ?"
2162,"yeah , right . y ' serious ?"
2163,"oh , yeah !"
2164,everything you need to know is in that first kiss .
2165,absolutely .
2166,"yeah , i think for us , kissing is pretty much like an opening act , y ' know ?"
2167,i mean it ' s like the stand - up comedian you have to sit through before pink floyd comes out .
2168,"yeah , and - and it ' s not that we don ' t like the comedian , it ' s that - that . that ' s not why we bought the ticket ."
2169,"the problem is , though , after the concert ' s over , no matter how great the show was , you girls are always looking for the comedian again , y ' know ?"
2170,"i mean , we ' re in the car , we ' re fighting traffic . basically just trying to stay awake ."
2171,"yeah , well , word of advice : bring back the comedian ."
2172,"otherwise next time you ' re gonna find yourself sitting at home , listening to that album alone ."
2173,. are we still talking about sex ?
2174,you name one woman that you broke up with for a real reason .
2175,maureen rosilla .
2176," cause she doesn ' t hate yanni ,  is not a real reason ."
2177,"hello , mr . heckles ."
2178,you ' re doing it again .
2179,we ' re not doing anything .
2180,you ' re stomping . it ' s disturbing my birds .
2181,you don ' t have birds .
2182,"man , i sure miss julie ."
2183,"spanish midgets . spanish midgets wrestling . julie . ok , yes , i see how you got there ."
2184,you ever figure out what that thing ' s for ?
2185,"no , see , i ' m trying this new screening thing ."
2186,"you know , i figure if i ' m always answering the phone , people ' ll think i don ' t have a life ."
2187,"my god , rodrigo never gets pinned ."
2188,what ?
2189,i got a little drunk . and naked .
2190,bob here .
2191,where ' s monica ! where is she ? i need to talk to her ! it ' s urgent ! is she here ?
2192,i ' m monica .
2193,"i need to talk to you , it ' s urgent !"
2194,okay .
2195,"okay , i ' ve been doing a lot of thinking about us , y ' know a lot of uhh , us thinking ."
2196,"and uh , well i guess there ' s only one - one way to do this ."
2197,wait what - wh - wh - what are you doing !
2198,monica
2199,"no - no , don ' t - don ' t - don ' t do it !"
2200,will you marry me ?
2201,"no , go ahead ."
2202,thanks .
2203,ah .
2204,"hey , my favorite part is coming up !"
2205,kay !
2206,oh my god !
2207,hey !
2208,hey ! how ' s it going ? did you make any new friends ?
2209,"yeah , yeah , i met this woman ."
2210,"hey , whoa - whoa ! what ' s she like ?"
2211,"uhh , well , she ' s ' really good in bed ."
2212,"joey , i thought you were gonna try to be friends first !"
2213,"well look , hey , it ' s all your fault !"
2214,what ! why !
2215,well because you didn ' t give me advice !
2216,no !
2217,you gave me a pickup line !
2218,"as soon as i told her i wanted to y ' know , build a foundation and be friends first ."
2219,"i suddenly , through no fault of my own , became irresistible to her !"
2220,and her roommate !
2221,what about the closeness ?
2222,closeness - shmoshness ! there was three of us for crying out loud !
2223,oh ! hi !
2224,hi !
2225,"umm , chandler , monica , this is don ."
2226,"oh , hello . hello ."
2227,soul mate .
2228,what ?
2229,soul mate .
2230,"so , what have you guys been doing ?"
2231,"well , we just had a terrible lunch today at reattica . what is with all the sun - dried tomatoes at that place ?"
2232,"i know ! what is this , 1985 !"
2233,"that ' s exactly what i said . phoebe , isn ' t that strange ."
2234,"yes , when i first met you , you were like , "" blah , blah , blah . "" i was like , sh !"
2235,what is it that i do ?
2236,"well it ' s just like you ' re trying too hard . always making jokes , y ' know , you just you come off a little needy ."
2237,did you like me when we first met ?
2238,"chandler , i ' m not gonna lie to ya , but i am gonna run away from you ."
2239,"come on c . h . e . e . s . e . , i ' m not leaving without you ! try routing your backup source through your primary cpu ."
2240,i can ' t ! my circuits are fried ! they ' re fried i tell you !
2241,wow ! well then i ' ll just have to carry you .
2242,"that ' ll be a neat trick , when you ' re , when you ' re dead !"
2243,"ross , you don ' t have to yell ."
2244,"there was just an explosion , okay ? my hearing would be impaired ."
2245,what else ?
2246,here you go .
2247,thank you .
2248,oh wow !
2249,what are you doing ?
2250,"oh , sorry ."
2251,what you ' don ' t hold it like that ! you ' re lettin ? all the good stuff fall out .
2252,oh whoops .
2253,careful ! you ' re wasting good pastrami ! oh my god ! i ' m
2254,"so uh , have a great time down there ."
2255,i will .
2256,"yeah . and did you , did you pack that bathing suit ?"
2257,yeah .
2258,"it was pretty funny when i , when i hid it for a while , huh ?"
2259,"anyway , umm , i - i am worried about that bathing suit , not because it ' s revealing which i ' m fine with , no i ' m concerned about your health , sun exposure ."
2260,"oh , don ' t worry i have plenty of sun block , it ' s spf - 30 ."
2261,"well , if what ' s in the bottle is actually 30 ."
2262,"i mean sometimes you get 30 , sometimes it ' s - it ' s get 4 , and i swear to god more often than not it ' s just milk ."
2263,"ross , it ' s going to be okay ."
2264,i ' m not going down there to hook up with a bunch of guys .
2265,i really like you .
2266,i like how things are going between us .
2267,really ?
2268,yeah ! i ' m just going down there to relax and hang out with my friends .
2269,okay . cool .
2270,oh hey ! here they are !
2271,call me !
2272,"thirty . ugh , i mean thirty ! monica , do you remember mean old mrs . kreeger in the fifth grade ? she was thirty !"
2273,"come on , let ' s have some fun . huh ? what do you want to do today ?"
2274,nothing . i don ' t want to do anything .
2275,"well , doing nothing on your thirtieth is better than doing something stupid , like ross ."
2276,hey ! that was a practical purchase ! i needed that car for transportation ! okay ? i - i have a child !
2277,"how hot do i look in this , huh !"
2278,"ross , a sports car ? wouldn ' t it have been cheaper to just stuff a sock down there ?"
2279,that ' s not what this is about okay ? i - i am a sports car enthusiast . i have
2280,"hey , what ' s the horsepower on this thing ?"
2281,"i don ' t know , but - but look how shiny !"
2282,i can ' t believe you bought this .
2283,"really ! god ross , what were you thinking ? i know it ' s really shallow , but a part of me wants him again ."
2284,"oh , well get in line missy . so , can i have a ride stud ?"
2285,hop in . get ready for the smoothest ride of your life .
2286,damnit !
2287,"okay , who ' s next ?"
2288,"i can ' t believe we have to say goodbye to the house we grew up in . man , some - some stranger ' s gonna be living in"
2289,"well , after 15 years of mom and dad keeping it as a shrine to you , it ' s time the velvet ropes came down ."
2290,they kept your room for a while .
2291,"yeah , your roommate is a soap opera star ."
2292,"look , y ' know i know my life ' s going pretty well , but i look around and i just see so many people who ' ve accomplished so many other goals by the time they ' re thirty ."
2293,"yeah , but you shouldn ' t compare yourself to me ."
2294,come on phoebe ! you can do it phoebe ! come on !
2295,there you go !
2296,i did it !
2297,one mile on a hippity - hop !
2298,that ' s it !
2299,that ' s everything i wanted to do before i was thirty .
2300,"oh , except i wanted to patch things up with my sister ."
2301,but oh well .
2302,yay !
2303,and - and girls this thing is a godsend if you know what i mean .
2304,"so , tonight ' s the night of the big bachelor party ?"
2305,yeah ! hey ! thanks for getting me that girl ' s number .
2306,no problem . so who ' s the party for ?
2307,my husband .
2308,you hired your husband a hooker ?
2309,she ' s a stripper .
2310,"no , she ' s a hooker ."
2311,"is that , is that what they call strippers sometimes ?"
2312,when they ' re hookers .
2313,it was awful .
2314,to get out of going to dinner with doug i told him that you and i split up .
2315,"so then he took me to all these strip clubs and sleazy bars , and then when i wouldn ' t give him my wedding ring , he threw a soda can at a bird !"
2316,come here . i can breath through my mouth .
2317,y ' know what the worse part was ? i got to see what my life would be like without you . it was like
2318,"i promise . hey , speaking of together , how about we send out a holiday card this year ?"
2319,"ooh , i don ' t know if we ' re there yet ."
2320,"well , you certainly own that room ."
2321,"actually i rent the whole place and , i just got what you meant . thank you ."
2322,hi .
2323,hey !
2324,oh my god !
2325,oh my god !
2326,"ohh , jessica lockhart !"
2327,in my apartment !
2328,i am such a huge fan !
2329,i am such a huge fan !
2330,"well , it ' s nice to know that you"
2331,"that uh , that is my roommate rachel ."
2332,oh that explains all the women ' s underwear .
2333,right there ! that ' s my car ! hey !
2334,"okay , that ' s gonna take them a minute . do you have anything else you wanna get off your chest ?"
2335,i can ' t believe this !
2336,"wait , we still have time to talk and they ' re - they ' re not even in the car yet ! oh look , there they go , okay ."
2337,yes that was a nice place !
2338,yeah !
2339,"not a lot of closet space , but he can just hang his stuff out the window in a bag !"
2340,yeah !
2341,what are we gonna do ?
2342,i don ' t know . maybe pizza ?
2343,about ross !
2344,oh ! oh !
2345,hello !
2346,oh yeah !
2347,it ' s the apartment manager ; ross put us down as references .
2348,ross is the greatest guy you ' ll ever meet !
2349,"yeah , he ' s very reliable ."
2350,of course he has this big huge dog !
2351,"that uh , barks into the night ."
2352,"well , who doesn ' t love dogs ?"
2353,"ah , he ' s a tap dancer !"
2354,"yes , some would say that"
2355,oh !
2356,"hey , will you grab me a cruller ? sit down ! will you"
2357,"dude ! hernia operations cost like , a lot probably . besides it ' s getting darker and more painful , that means it ' s healing ."
2358,i will loan you the money . just go to the hospital and let ' s just get that thing ? pushed back in .
2359,"thank you , but it would take me forever to pay you that money back and i don ' t want that hanging over my head ."
2360,okay ?
2361,"besides , as soon as my insurance kicks in i can get all the free operations i want !"
2362,"yeah , i ' m thinking i ' ll probably start with that laser eye surgery too ."
2363,hey !
2364,hey .
2365,hey !
2366,what ' s going on ?
2367,"oh joey ' s got a really bad hernia , but that ' s nothing a little laser eye surgery won ' t fix !"
2368,"look , i ' m telling you if i put my hand on my stomach right here ( he puts his hand down his pants , like al bundy on"
2369,hey ! maybe you ' ll die !
2370,are you thinking about monica ?
2371,yeah .
2372,"yeah , what ' s that like ?"
2373,"hey pheebs , has gary ever been shot at for real ?"
2374,"yes . once . yeah , a little . he kinda did it to himself . it ' s not really a good story ."
2375,"i wonder how i would react under fire , y ' know ? and not backfire but - but heavy fire , like i was in a war or something ."
2376,"man , i would be great in a war ! i mean , i really , i think i would make a"
2377,before or after you were shot by your own troops ?
2378,i know where joey would be . he would be down in the foxhole protecting all of us .
2379,was i talking to her about gas ?
2380,more so than anything else .
2381,i - i - i found it interesting .
2382,i ' m sorry .
2383,"look , no - no , hey , hey , don ' t worry about it ! in nine years , she and i will be right there ."
2384,"okay , well , i ' m gonna clear out some of these boxes ."
2385,ross ?
2386,yeah ?
2387,what else do they add smell too ?
2388,"guys , come on ! let ' s go ! the puck drops in 20 minutes ! come on , joe !"
2389,joey ' s not going .
2390,i didn ' t finish my five pages .
2391,"well , why can ' t you do them tomorrow ?"
2392,because tomorrow he ' s redoing yesterday ' s pages .
2393,yesterday ' s pages did not reflect my best work .
2394,"why don ' t you cut him a little slack ? okay ? maybe if he relaxes a little bit , he ' ll get some work done ."
2395,"i think he ' s been relaxing enough , thanks to you and fireball ."
2396,"dude , if you think fireball ' s relaxing , you ' ve obviously have never played ."
2397,the only reason you ' re doing this to joey is because you ' re bored .
2398,"okay , it ' s not his fault that you ' re unemployed ."
2399,i am not unemployed . i ' m on sabbatical !
2400,"come on look guys , don ' t fight ."
2401,and the reason i ' m doing this is because
2402,"oh , so being a good friend means acting like a total jerk ?"
2403,if it does ? then you ' re an amazing friend of mine .
2404,"hey - hey guys , hey ! how about we settle this over a friendly game of fireball ? huh ? i ' ll go unhook the smoke detectors !"
2405,"how about we settle this right now ! there ! now , no one ' s going to the game . ha - ha - ha !"
2406,i paid for those tickets !
2407,"hey , gunther . can you uh , can you cover for me ? i just got an audition ."
2408,"no , i ' m leaving to get my hair dyed ."
2409,really !
2410,i like your natural color .
2411,"come on man , it ' s a great part ."
2412,"look , check it out ."
2413,i ' m the lead guy ' s best friend and i wait for him in this bar and save his seat .
2414,listen - listen .
2415,"i ' m sorry , that seat ' s saved ."
2416,that ' s the whole part ?
2417,"okay , i ' ll see you in an hour ."
2418,"oh , man , i could totally get that part . ' i ' m sorry , that seat is taken . '"
2419,"oh , excuse me ."
2420,"no , no , i didn ' t mean you . but , you believed me , huh ?"
2421,i believed you were saving this seat for someone .
2422,"so , you ' d hire me , right ?"
2423,for what ?
2424,"exactly ! all right , everybody , listen up . the coffeehouse is going to be closed for about an hour ."
2425,"yeah , it ' s for the kids . to keep the kids off drugs . it ' s a very important issue in this month ' s"
2426,"y ' know , in my defense , umm there was no glitter on the macaroni and"
2427,and in
2428,you have no trouble telling time now right ?
2429,no !
2430,quick ! what time is it !
2431,i don ' t know ! time to kiss a guy maybe ! what are you laughing at
2432,y ' know when i said that because we ' re getting married that we should share everything and not have any secrets ?
2433,yeah ?
2434,yeah that was stupid . let ' s not do that .
2435,"ohh , absolutely ."
2436,"and ! we should keep all the stuff uh , we told each other secret from everybody else ."
2437,"yeah , definitely !"
2438,"okay , if you ' ll excuse me , i - i ' m gonna go hang out with some people who don ' t know the"
2439,"then , i ' d steer clear of phoebe ."
2440,man !
2441,"yeah , and not that you would , but i wouldn ' t hang out with ? all the guys in my office ."
2442,"well , phoebe ' s still pretty hung up on that mike , uh ?"
2443,i wouldn ' t read too much into it .
2444,"still you know , a girl calls you by your ex - boyfriend ' s name , that - that ' s not a good thing , right ?"
2445,"david , let me stop you there ' cause i think i see where this is going ."
2446,i ' m not very good at giving advice .
2447,"so if you want advice , go to ross , monica , or . joey , if the thing you wanna advice about is pizza toppings or burning sensation when you pee ."
2448,"sorry , i just . i wish there was something i could do , you know ? well , you know phoebe ."
2449,"seriously , we ' re gonna do this ?"
2450,"i ' m sorry , uh ."
2451,"i just wish i could make her forget about mike already , you know . why did phoebe and mike break up ?"
2452,"oh , because his penis was too big . oh , i ' m sorry ,"
2453,that ' s great ! that ' s great ! i - i ' ll propose to her !
2454,what ?
2455,"and , of course , if you feel that neither of those is right for you , you can always adopt ."
2456,is that a hint ?
2457,because we love you doctor connelly but we don ' t think we ' d want you to be our child !
2458,"wow , talking about an inhospitable environment !"
2459,mrs . geller ?
2460,she looks so small .
2461,i know .
2462,"well , at least she ' s with pop - pop and aunt phyllis now ."
2463,"g ' bye , nana ."
2464,"bye , nana ."
2465,ross !
2466,what is going on !
2467,"y ' know how - how the nurse said that - that nana had passed ? well , she ' s not , quite ."
2468,what ?
2469,"she ' s not - past , she ' s present , she ' s back ."
2470,what ' s going on ?
2471,she may have died .
2472,she
2473,we ' re looking into it .
2474,"i , uh , i ' ll go see ."
2475,this almost never happens !
2476,now
2477,hey .
2478,huh .
2479,"well , you ' don ' t look good joe ."
2480,"the fridge broke . i have to eat everything . cold cuts , ice cream , limes . hey , what was in that brown jar ?"
2481,ohh !
2482,"oh , you don ' t have to do that every time ."
2483,"but uh ross , ross is a great guy !"
2484,i was roommates with him in college .
2485,"uh , funny story ? you ' re roommate in college died didn ' t he ?"
2486,a part of him did yes .
2487,"okay here we are paul , elizabeth . so i hope you guys were finding something to talk about ."
2488,"yes , we were just"
2489,"hi , i ' m sorry i ' m late but i am ready , ready to talk you up ! when does liz ' s father get here ?"
2490,i ' m already here .
2491,oh ! ross is so great !
2492,hi ! tag . what are you doing here ?
2493,i just wanted to come by and thank you for not laughing in my face yesterday .
2494,and i noticed there aren ' t any plants in your office so i wanted to bring you your first . there
2495,kinda .
2496,"right . so i guess i shouldn ' t put "" good at noticing stuff "" on my resume ."
2497,"oh - ohh , thank you ."
2498,"anyway , i ' m guessing you hired somebody ."
2499,well
2500,gotcha . thanks again for meeting with me .
2501,but i hired you !
2502,what ?
2503,yeah ! you - you got the job ! you ' re my new assistant !
2504,i am !
2505,yeah !
2506,i can ' t believe it !
2507,me either .
2508,"umm , all right , first thing i need you to do is go downstairs and find a women named hilda and tell her to go home ."
2509,"oh please ! dad turned my room into a gym 20 minutes after i moved out ! i gotta say , a tanning bed and a stack of"
2510,"come on , you know they love you ."
2511,as much as they love you ?
2512,i was their first born ! they thought she was barren ! it ' s not my fault .
2513,hey .
2514,hey .
2515,hey !
2516,"ugh , i hate this year !"
2517,what ' s wrong with this year ?
2518,"well okay , it ' s already february and i ' ve only given two massages and they were both the worst tippers in the world !"
2519,that was me and ross .
2520,oh that ' s right !
2521,"hey , y ' know if you want to pick up some extra cash ? some friends of mine made good money doing telemarketing ."
2522,oh that ' s a great idea . you ' re really good on the phone .
2523,"yeah and yeah , and it would probably be better than the last telephone job i had ."
2524,"y ' know , i probably wouldn ' t have to say spank as much ."
2525,what ?
2526,"oh yeah , like you never called !"
2527,"oh , joey ! sorry !"
2528,i can ' t believe this chandler !
2529,sorry ! i - i - i don ' t know what to say .
2530,well you - you - you - you might say congratulations ! i saw the board ! i went to the audition ! i got the part !
2531,is that supposed to be funny ! i was really worried over here !
2532,"oh , well i ' m uh"
2533,"y ' know , sometimes that fake out thing is just mean !"
2534,"oh wow ! okay man , i ' m sorry . i did not mean to make you feel bad ."
2535,well that ' s good . because you didn ' t ! and i ' m incredibly happy for ya !
2536,that ' s mean ! you really had me going there !
2537,"oh , we could do this all day ."
2538,"yeah , you ' re right . okay look , listen , let ' s talk about what a huge star i ' m gonna be !"
2539,you
2540,you hug me !
2541,all right !
2542,"hey , do we do this too much ?"
2543,"i think so . yeah , get off me ."
2544,yeah .
2545,where are they ?
2546,. spender .
2547,she ' s still asleep .
2548,so how ' d it go ?
2549,"oh , it was amazing . you know how you always think you ' re great in bed ?"
2550,the fact that you ' d even ask that question shows how little you know me .
2551,"well , it ' s like , last night , i couldn ' t do the thing that usually makes me great ."
2552,so i had to do all this other stuff .
2553,"and the response i got . man , oh man , it was like a ticker tape parade !"
2554,"yes , i know , as it happens my room is very very close to the parade route ."
2555,it was amazing !
2556,and not just for her . uh - uh .
2557,"for me , too ."
2558,"it ' s like , all of a sudden , i ' m blind ."
2559,"but all my other senses are heightened , y ' know ?"
2560,it ' s like .
2561,i was able to appreciate it on another level .
2562,i didn ' t know you had another level .
2563,i know ! neither did i !
2564,morning !
2565,oh right .
2566,yeah .
2567,oh god . oh i can ' t believe joey tribbiani heard me throw up !
2568,well he actually saw you a little bit too .
2569,"noo ! oh god we did ? we didn ' t , we didn ' t uhh"
2570,"no ! no ! no , not after seeing that ."
2571,god i ' m just a horrible person .
2572,wh - why ?
2573,"because i ' m married . that ' s right , i am a married woman ! and i came to a tv star ' s apartment to have an affair ! uck !"
2574,"that ' s ridiculous ! i ' m not a "" star , "" just a regular famous actor ."
2575,"ohh , impressive ."
2576,"not as impressive as you . i gotta tell you , i looked at your record and you ' ve done some pretty weird stuff ."
2577,"yeah , we ' ll talk at dinner ."
2578,okay . so i ' ll come by in a couple hours and pick you up ?
2579,"all right , i can ' t wait !"
2580,"okay . and don ' t worry , i ' m not just gonna take you out for donuts ."
2581,he
2582,"hey ross ? umm , i just ran into caitlin in the hallway and - and uh , you must be getting better at this flirting stuff than i thought ."
2583,that ' s so sweet .
2584,"sweethart , but none of that matters if it ' s too soon for you ."
2585,it ' s fine !
2586,we don ' t have to move in together .
2587,i just ? i want you to be happy
2588,living with you would make me happy .
2589,"phoebe , you"
2590,"no , i really wanna live with you ! i wanna move in with you !"
2591,are you sure ?
2592,yes . definitely ! yes ! let ' s live in an apartment that we both live in !
2593,oh that ' s great !
2594,"oh wait , one sec ."
2595,one sec .
2596,hey you !
2597,behind the glass !
2598,who are you looking at !
2599,"i ' ve always wanted to say that when i was in one of these rooms , which was never !"
2600,"all right ross you ' re in the lead , would you like to take another question or spin the wheel of mayhem ?"
2601,"the wheel has not been my friend tonight joey . uh , i ' ll take another question ."
2602,"okay , this is gonna be tough . hold your breath ."
2603,"it ' s okay , i ' m ready ."
2604,"no dude , you gotta hold your breath until you ' re ready to answer the question ."
2605,"this is ridiculous , he ' s not gonna hold his breath"
2606,"okay , what do you have a fear of if you suffer from this phobia , tris ? holy cow , that ' s a big word ."
2607,trisc ? seriously look at this thing .
2608,"chandler , how do you say that ?"
2609,"n - no ! okay ? we ' ve been through this ! we ' re not gonna get married just because she ' s pregnant , okay ?"
2610,"honestly ! ross , this isn ' t just some girl you picked up in a bar and humped . a child should have a family ."
2611,"mom , y ' know what ? i - i can ' t deal with this right now . i ' m sorry"
2612,"just think about it . if you don ' t , i ' ll talk more about humping ."
2613,gimmie !
2614,hi !
2615,oh hi dear !
2616,"oh , thank you so much for coming . ross , get in here !"
2617,this one ?
2618,no .
2619,"i have shown you everything we have . unless you want your mother to spend eternity in a lemon yellow pant - suit , go with the burgundy ."
2620,"you know , whatever we pick , she would ' ve told us it ' s the wrong one ."
2621,you ' re right . we ' ll go with the burgundy .
2622,oh ! a fine choice . i ' m coming out .
2623,wait ! we need shoes !
2624,"okay . um , how about these ?"
2625,that ' s really a day shoe .
2626,and where she ' s going everyone else ' ll be dressier ?
2627,could we see something in a slimmer heel ?
2628,"okay , i have nothing in an evening shoe in the burgundy . i can show you something in a silver that may work ."
2629,"no , it really should be burgundy ."
2630,mm . unless we go with a different dress ?
2631,"no ! nonono , wait a sec . i may have something in the back ."
2632,oh my god .
2633,"is everything all right , dear ?"
2634,"yeah , just . just nana stuff ."
2635,"joey , you ' re such an amazing actor ! how do you know where dr . drake remoray leaves off and joey tribbiani begins ?"
2636,"well , with dr . drake they always tell me what to say . and with joey , i pretty much have to make it up on my own ."
2637,so ?
2638,i feel really sad that we ' re not ' really there anymore .
2639,oh wow ! is that what this all have been about ?
2640,wasn ' t it a lot more exciting when we were y ' know all over each other all the time ?
2641,"yeah that was great . that was really great ! but to tell you the truth , i ' m more excited about where we are right now ."
2642,really ?
2643,yeah !
2644,i ' ve never been in a relationship that ' s lasted this long before .
2645,"y ' know to get past the beginning and still be around each other all the time , i think that ' s pretty incredible ."
2646,"and the fact that this is happening all with you , yeah i think that ' s pretty exciting ."
2647,"that is so sweet . i know that i was acting a little crazy but umm , i feel the same way ."
2648,yeah ?
2649,yeah .
2650,y ' know what i just realized ? you just freaked out about our relationship .
2651,did not .
2652,yes you did ! admit it ! you freaked out !
2653,"okay , i freaked out a little ."
2654,little ! you freaked out big time ! okay ? and i fixed it ! we have switched places !
2655,it ' s my joke .
2656,it ' s my joke .
2657,bye .
2658,"hmm , something bad to tell rachel ? bad news for rachel , what could that be !"
2659,"could ya just , could ya just lay off , please ? all right ? my life is an embarrassment ! i should go live under somebody ' s stairs !"
2660,"ross , it ' s not that big a deal ! so you ' ll been divorced three times , you ' ll still have a life , you ' ll go on dates"
2661,no !
2662,"no , i won ' t !"
2663,i ' ll be at the bottom of the dating barrel now .
2664,"the only guys below me will be four divorce guy uh , murderer guy , and - and , geologists ."
2665,"ross , you ' re being ridiculous ! okay ? you are cute and smart and sweet and that is"
2666,oh yeah ? have you ever dated anyone who has been divorced three times ?
2667,y ' know that ' s really fair .
2668,y ' know ?
2669,most guys who have been divorced three times are like 60 .
2670,"ross , nobody cares about this except you !"
2671,this - this embarrassment thing is all in your head !
2672,"here , i ' ll show you !"
2673,come here .
2674,what ! why ?
2675,"hi ! hi ! listen , my friend ross is about to be divorced for the third time , but wouldn ' t you date him ?"
2676,"and if you wait right here , i ' ll go get ross ."
2677,"uh , rach , we ' re running low on resumes over here ."
2678,why did i ' woo - hoo ' ?
2679,"i mean , what was i hoping would happen ?"
2680,"that - that he ' d turn round and say ' i love that sound , i must have you now ' ?"
2681,i just wish there was something we could do .
2682,hello .
2683,"hello , coma guy ."
2684,"get up , you girl scout !"
2685,up !
2686,up !
2687,up !
2688,"phoebe , what are you doing ?"
2689,maybe nobody ' s tried this .
2690,i wish we at least knew his name . look at that face .
2691,"i mean , even sleeping , he looks smart ."
2692,i bet he ' s a lawyer .
2693,"yeah , but did you see the dents in his knuckles ? that means he ' s artistic ."
2694,"okay , he ' s a lawyer , who teaches sculpting on the side . and - he can dance !"
2695,oh !
